v,cwmin,cwmax,slotlength,txPower,TotalLostPackets_media,delayMedio_media,throughputMedioBPS_media
1,512.0,1024.0,80.0,1.26,2.657142857142857,0.005133853380657142,2.550630815098148e-10
1,512.0,4096.0,25.0,50.12,195.05714285714285,0.0042218661770857145,5.170893542636992e-10
1,512.0,2048.0,10.0,2.51,18.228571428571428,0.0037681388476857123,2.528418145157433e-10
1,512.0,2048.0,15.0,100.0,508.85714285714283,0.004767510003514287,5.472656826832319e-10
1,512.0,4096.0,10.0,501.19,893.9142857142857,0.004573519546114285,5.421848412248462e-10
1,512.0,2048.0,80.0,794.33,124.34285714285714,0.0041248042091714295,5.123291430086669e-10
1,512.0,4096.0,40.0,501.19,2.8285714285714287,0.004154797358257143,5.178767039375461e-10
1,512.0,1024.0,15.0,3.98,27.714285714285715,0.004048861347514286,3.7864639877116733e-10
1,512.0,2048.0,40.0,251.19,3.6285714285714286,0.003989078611428571,5.098019546340681e-10
1,512.0,1024.0,70.0,1258.93,41.74285714285714,0.003946493118914286,5.098278881643485e-10
1,512.0,2048.0,85.0,15.85,77.2,0.011648544251428574,9.203933638332067e-10
1,512.0,1024.0,10.0,501.19,297.4,0.004068139725085715,5.040168734566638e-10
1,512.0,2048.0,30.0,1258.93,497.0285714285714,0.004386203545200001,5.308365547627797e-10
1,512.0,2048.0,15.0,794.33,0.0,0.004283160156228571,5.28100675670338e-10
1,512.0,1024.0,45.0,794.33,336.51428571428573,0.004059556322057143,4.996268040446423e-10
1,512.0,4096.0,40.0,1.26,2.942857142857143,0.0021673057920285708,2.1505674871144167e-10
1,512.0,4096.0,85.0,3.98,92.85714285714286,0.004294713110085714,3.962345368611127e-10
1,512.0,1024.0,10.0,3.98,81.05714285714286,0.003970387207771429,3.7296648275967717e-10
1,512.0,2048.0,75.0,15.85,445.9428571428571,0.011999092949199998,9.399626228887856e-10
1,512.0,1024.0,85.0,501.19,603.2,0.004357257684571427,5.242303022110375e-10
1,512.0,2048.0,45.0,15.85,483.62857142857143,0.012446303762942857,9.518076375193913e-10
1,512.0,2048.0,40.0,15.85,650.5714285714286,0.01213962033788571,9.352412661663908e-10
1,512.0,4096.0,25.0,15.85,486.0285714285714,0.009701679474942855,8.438969239401052e-10
