v,cwmin,cwmax,slotlength,txPower,TotalLostPackets_media,delayMedio_media,throughputMedioBPS_media
1,128,1024,80,1.26,2.8181818181818183,0.005444995161030302,3394458.5854200306
1,128,1024,80,10.0,31.08823529411765,0.008209054472558822,1279571.1756039117
1,128,1024,80,100.0,281.22222222222223,0.0043813921875277785,1453402.5956642916
1,128,1024,80,1258.93,331.9166666666667,0.004262682116138889,1471962.5170092466
1,128,1024,80,15.85,181.52777777777777,0.006935773901944444,1078041.4313806307
1,128,1024,80,1584.89,29.5,0.004006923763444445,1546956.3598510972
1,128,1024,80,2.51,44.57575757575758,0.003859009324000001,3398002.1807246795
1,128,1024,80,25.12,188.83333333333334,0.005709062210888889,1361992.618378167
1,128,1024,80,251.19,1.0277777777777777,0.003977191520694444,1574544.7297497876
1,128,1024,80,3.98,72.33333333333333,0.004356271009848485,2339326.418309392
1,128,1024,80,50.12,76.44444444444444,0.004282437944333332,1487148.311267944
1,128,1024,80,501.19,165.47222222222223,0.004050690099083334,1483482.5616830857
1,128,1024,80,794.33,744.4444444444445,0.00439544304538889,1457412.8369956033
1,128,1024,85,1.26,18.12121212121212,0.005460492963212122,3356286.2796499054
1,128,1024,85,10.0,218.2941176470588,0.012584441139794116,790832.1544072817
1,128,1024,85,100.0,250.72222222222223,0.004433659004666666,1504886.8989125388
1,128,1024,85,1258.93,488.47222222222223,0.004326366622805557,1464324.0833007148
1,128,1024,85,15.85,194.36111111111111,0.010423118972250001,876987.8470577938
1,128,1024,85,1584.89,2.9444444444444446,0.0038543265668333332,1628982.420871226
1,128,1024,85,2.51,6.424242424242424,0.0036788533458787876,3572281.616321548
1,128,1024,85,25.12,289.0,0.007284942832250003,1088574.6271535717
1,128,1024,85,251.19,121.05555555555556,0.004216424828277777,1468448.946810334
1,128,1024,85,3.98,32.96969696969697,0.004282557759212121,2335855.343274345
1,128,1024,85,50.12,189.55555555555554,0.004139625913472221,1553813.337276199
1,128,1024,85,501.19,492.3888888888889,0.004193121175027778,1495604.3871676712
1,128,1024,85,794.33,3.5277777777777777,0.004068732068805555,1543676.1620622918
1,128,1024,90,1.26,1.9090909090909092,0.005401052626151517,3402761.265750062
1,128,1024,90,10.0,339.38235294117646,0.014161209255058824,759877.1756067784
1,128,1024,90,100.0,300.1666666666667,0.004623919058444445,1432617.1233737431
1,128,1024,90,1258.93,257.0,0.0034796809644166674,1696519.9058103366
1,128,1024,90,15.85,450.8333333333333,0.00985888854975,883477.34226147
1,128,1024,90,1584.89,267.55555555555554,0.004280408862611111,1471192.4681703437
1,128,1024,90,2.51,22.78787878787879,0.003742435349212121,3456598.1120120026
1,128,1024,90,25.12,297.4166666666667,0.0055382300919999995,1317826.00180931
1,128,1024,90,251.19,1.5277777777777777,0.00402757396386111,1518887.707828611
1,128,1024,90,3.98,65.27272727272727,0.004379564944939393,2326831.7537657158
1,128,1024,90,50.12,904.75,0.004986338681416668,1395617.6163822627
1,128,1024,90,501.19,1197.7222222222222,0.004337562821555555,1430786.9740363273
1,128,1024,90,794.33,0.0,0.004175584277805556,1524710.3067124998
1,128,1024,95,1.26,32.303030303030305,0.002344051254121213,3889223.6698386893
1,128,1024,95,10.0,186.76470588235293,0.011734712038647056,827666.635734409
1,128,1024,95,100.0,1128.361111111111,0.004684400236972221,1402241.242974828
1,128,1024,95,1258.93,0.6388888888888888,0.0040665496135833335,1531869.0684058627
1,128,1024,95,15.85,374.52777777777777,0.004278883872444444,1770912.4616788542
1,128,1024,95,1584.89,64.13888888888889,0.004125784496638889,1519119.5740314084
1,128,1024,95,2.51,50.63636363636363,0.0039233571264242414,3461472.8120017378
1,128,1024,95,25.12,634.4722222222222,0.005640819082916666,1366728.8769675978
1,128,1024,95,251.19,202.19444444444446,0.0038697358745833337,1522681.1893025932
1,128,1024,95,3.98,28.818181818181817,0.00428452030860606,2305134.8239089735
1,128,1024,95,50.12,349.6388888888889,0.004562029598638888,1476304.3307318792
1,128,1024,95,501.19,0.0,0.004132974018861111,1541193.244782485
1,128,1024,95,794.33,192.69444444444446,0.004180229291749999,1528636.009558864
1,128,2048,10,1.26,3.696969696969697,0.00532766600560606,3387224.14141041
1,128,2048,10,10.0,242.3235294117647,0.01229053285391176,804837.0629426116
1,128,2048,10,100.0,482.27777777777777,0.004449676043444446,1468143.2932416473
1,128,2048,10,1258.93,1.1944444444444444,0.004042659756305555,1537640.2531154961
1,128,2048,10,15.85,386.8611111111111,0.011416419550444444,829116.8569913794
1,128,2048,10,1584.89,5.583333333333333,0.0039485940350833335,1581503.0209973746
1,128,2048,10,2.51,59.18181818181818,0.00395211994339394,3442081.9577350733
1,128,2048,10,25.12,627.6944444444445,0.005820272174583332,1383725.0746467263
1,128,2048,10,251.19,1.0833333333333333,0.0038794720802222235,1579849.586174225
1,128,2048,10,3.98,85.96969696969697,0.004211015600848485,2321392.6111276476
1,128,2048,10,50.12,360.55555555555554,0.0045965500363333335,1445041.6881801323
1,128,2048,10,501.19,159.69444444444446,0.004195431548638888,1507482.151817811
1,128,2048,10,794.33,714.3888888888889,0.004448145607194445,1468726.447581429
