v,cwmin,cwmax,slotlength,txPower,TotalLostPackets_media,delayMedio_media,throughputMedioBPS_media
Exaustivo,512,4096,60,251.19,808.8,0.004532827285229,5.33314794086863E-10
Exaustivo,512,2048,35,25.12,699.342857142857,0.0067008622142,6.33621823482488E-10
Exaustivo,512,1024,10,50.12,370.857142857143,0.004727886266371,5.49226372521531E-10
Exaustivo,512,1024,80,3.98,68.2,0.004107344564914,3.70108632949801E-10
Exaustivo,512,4096,95,50.12,462.028571428571,0.004429694098029,5.32278286792715E-10
Exaustivo,512,4096,25,3.98,34.5142857142857,0.003469079268286,3.41233415312277E-10
Exaustivo,512,1024,90,15.85,183.257142857143,0.011008344431,8.92539932916604E-10
Exaustivo,512,4096,40,15.85,320.485714285714,0.012309517065057,9.30529199355822E-10
Exaustivo,512,4096,65,794.33,428.457142857143,0.004218209555086,5.05167137266298E-10
Exaustivo,512,1024,85,2.51,6.05714285714286,0.003468636155314,2.42367299928237E-10
Exaustivo,512,4096,55,3.98,31.6857142857143,0.003872098654771,3.46463043305572E-10
Exaustivo,512,1024,5,3.98,46.2857142857143,0.0040371930278,3.76244673337411E-10
Exaustivo,512,4096,80,15.85,357.857142857143,0.011818951541114,9.5491656123439E-10
Exaustivo,512,4096,90,1.26,3.28571428571429,0.005053934134343,2.54692310569303E-10
Exaustivo,512,2048,10,1258.93,728.257142857143,0.0044481459222,5.28153442879776E-10
Exaustivo,512,1024,60,15.85,249.942857142857,0.007047352357314,5.47031460713729E-10
Exaustivo,512,4096,70,501.19,3.6,0.003963130612543,5.05283166634596E-10
Exaustivo,512,1024,55,50.12,651.6,0.005009863685343,5.74763854795213E-10
Exaustivo,512,1024,40,15.85,114.514285714286,0.009089100306714,7.14067790065071E-10
Exaustivo,512,2048,5,251.19,3.25714285714286,0.003834609054486,4.88935875419355E-10
Exaustivo,512,1024,5,1258.93,0.714285714285714,0.004199613317857,5.17596849848361E-10
Exaustivo,512,1024,35,25.12,888.542857142857,0.0083572019504,7.62128555983071E-10
Exaustivo,512,2048,30,10,303.285714285714,0.007494699140829,6.54385912526806E-10
Exaustivo,512,4096,15,1.26,32.5714285714286,0.005826375147371,2.54846664750019E-10
Exaustivo,512,4096,35,15.85,297.885714285714,0.004866064006743,5.28798163629065E-10
Exaustivo,512,2048,25,50.12,240.428571428571,0.004436072326543,5.40741702220137E-10
Exaustivo,512,2048,60,15.85,278.771428571429,0.0056819941028,6.95080011659083E-10
Exaustivo,512,4096,10,251.19,335.571428571429,0.0043215662582,5.33266176304461E-10
Exaustivo,512,4096,90,3.98,67.2,0.004045790064771,3.69647307106023E-10
Exaustivo,512,2048,60,501.19,142.314285714286,0.004068636399114,5.22511401631228E-10
Exaustivo,512,4096,70,2.51,29.7714285714286,0.003648593893257,2.51782830415019E-10
Exaustivo,512,4096,95,10,132.342857142857,0.011916597985943,1.06517963013133E-09
Exaustivo,512,2048,80,50.12,959.571428571429,0.004545925878771,5.35062774311126E-10
Exaustivo,512,1024,85,1258.93,504.657142857143,0.004250175159743,5.21421915245355E-10
Exaustivo,512,4096,95,100,1757.54285714286,0.005138453751086,5.65509971049427E-10
Exaustivo,512,4096,75,1258.93,333.428571428571,0.004163526375543,4.96844710729007E-10
Exaustivo,512,1024,50,501.19,3.28571428571429,0.003734270251886,4.9867012675708E-10
Exaustivo,512,4096,80,10,186.285714285714,0.012884261548972,1.08578626493987E-09
Exaustivo,512,2048,100,10,411.057142857143,0.012705757767057,1.08926935102086E-09
Exaustivo,512,1024,95,501.19,0,0.004251104629543,5.14976447894079E-10
Exaustivo,512,2048,85,1584.89,1.25714285714286,0.004100874399229,4.97623681094714E-10
Exaustivo,512,2048,15,1258.93,644.628571428571,0.004486261300971,5.30580997172867E-10
Exaustivo,512,4096,80,100,61.5714285714286,0.004663800894914,5.52095304516238E-10
Exaustivo,512,1024,10,1584.89,5.8,0.004054905371543,4.95389697500161E-10
Exaustivo,512,4096,65,50.12,506.971428571429,0.004871148280914,5.65250875280585E-10
Exaustivo,512,2048,35,50.12,304.428571428571,0.004909327361057,5.66226805163316E-10
Exaustivo,512,4096,40,10,287.971428571429,0.012143634428686,9.60620962581478E-10
Exaustivo,512,2048,45,251.19,2.02857142857143,0.004038820498486,4.93906719126067E-10
Exaustivo,512,1024,55,1.26,6.31428571428571,0.005063640932714,2.44957431409135E-10
Exaustivo,512,2048,50,50.12,416.714285714286,0.004655883594743,5.33100518304394E-10
Exaustivo,512,2048,55,1258.93,454.085714285714,0.004283928075257,5.24614320464064E-10
Exaustivo,512,4096,80,1.26,0.057142857142857,0.002173763511086,2.2437256329689E-10
Exaustivo,512,4096,25,100,83.5428571428571,0.004486466910971,5.30878718099166E-10
Exaustivo,512,4096,25,501.19,601.142857142857,0.004519796540543,5.33163181466626E-10
Exaustivo,512,2048,90,2.51,6.77142857142857,0.003602867032286,2.51802948602854E-10
Exaustivo,512,4096,80,1258.93,5.65714285714286,0.003661266561914,4.80426365730289E-10
Exaustivo,512,1024,100,25.12,711.257142857143,0.007958861131743,7.45456265087644E-10
Exaustivo,512,2048,60,2.51,26.0285714285714,0.003695565320657,2.51493097125381E-10
Exaustivo,512,2048,60,794.33,4.94285714285714,0.003756601059171,4.82041317975372E-10
Exaustivo,512,4096,75,251.19,3.45714285714286,0.003986059218743,5.08610164101178E-10
Exaustivo,512,4096,35,501.19,2.77142857142857,0.004043490498229,5.12138285462879E-10
Exaustivo,512,1024,85,251.19,125.828571428571,0.004110836059829,5.06602724582845E-10
Exaustivo,512,2048,100,251.19,731.114285714286,0.004544183083743,5.33754046334471E-10
Exaustivo,512,4096,65,501.19,1.28571428571429,0.004113970845371,5.06128339561891E-10
Exaustivo,512,1024,5,251.19,622.542857142857,0.004554022100857,5.64213116473615E-10
Exaustivo,512,1024,85,25.12,650.714285714286,0.009380080111886,8.11923504830892E-10
Exaustivo,512,1024,80,251.19,1.02857142857143,0.004106076256571,5.1059988126996E-10
Exaustivo,512,4096,10,1258.93,0,0.004252632104286,5.12625002386772E-10
Exaustivo,512,4096,90,501.19,43.6571428571429,0.004156470412771,5.13904010615038E-10
Exaustivo,512,2048,55,2.51,19.1714285714286,0.003656847750886,2.50377571388183E-10
Exaustivo,512,2048,15,251.19,1.68571428571429,0.007161134402857,6.57169860647056E-10
Exaustivo,512,1024,45,2.51,35.4571428571429,0.003445618815857,2.46318982441891E-10
Exaustivo,512,1024,45,1258.93,201.828571428571,0.004150728978514,5.06538576741045E-10
Exaustivo,512,2048,95,3.98,93.8857142857143,0.004210102123971,3.71332098207268E-10
Exaustivo,512,1024,25,100,724.657142857143,0.004433656278914,5.29823657214505E-10
Exaustivo,512,4096,50,501.19,537.885714285714,0.004482740573657,5.44571509595632E-10
Exaustivo,512,1024,55,1258.93,0,0.004247423033371,5.17325144425007E-10
Exaustivo,512,1024,60,251.19,433.057142857143,0.0043245394528,5.10840166776854E-10
Exaustivo,512,4096,50,10,315.457142857143,0.012047676337372,1.03762981840465E-09
Exaustivo,512,1024,5,1.26,43.2285714285714,0.005065626053771,2.58002537024026E-10
Exaustivo,512,1024,65,15.85,387.314285714286,0.004972733862857,5.34471800490061E-10
Exaustivo,512,2048,95,794.33,0,0.004237626648257,5.2811151989485E-10
Exaustivo,512,4096,50,1.26,36.2,0.005229254383486,2.66787881083534E-10
Exaustivo,512,1024,20,100,357.971428571429,0.004355066317971,5.34461636816311E-10
Exaustivo,512,4096,55,50.12,142.371428571429,0.004869225877857,5.82656489590163E-10
Exaustivo,512,4096,35,794.33,0,0.004287582875829,5.20371552333109E-10
Exaustivo,512,4096,70,3.98,28.8857142857143,0.003965661198143,3.67365897016639E-10
Exaustivo,512,1024,30,501.19,322.742857142857,0.004365649781429,5.19962578865913E-10
Exaustivo,512,4096,20,50.12,175.6,0.004698768287629,5.37116167768933E-10
Exaustivo,512,2048,75,1258.93,326.228571428571,0.0041179333884,5.00643452128131E-10
Exaustivo,512,2048,30,15.85,420.628571428571,0.008734434300343,7.11744452803087E-10
Exaustivo,512,1024,35,15.85,348.657142857143,0.009923076667029,8.83594879001954E-10
Exaustivo,512,4096,50,1258.93,464.8,0.004150854103971,5.11856422077575E-10
Exaustivo,512,4096,20,15.85,331.171428571429,0.011579462128372,9.36362244078442E-10
Exaustivo,512,4096,30,794.33,390.971428571429,0.006584324703686,6.47500358907901E-10
Exaustivo,512,1024,10,2.51,55.8,0.003726285213029,2.51534322087861E-10
Exaustivo,512,4096,85,1.26,3.31428571428571,0.005079968775286,2.54711713842038E-10
Exaustivo,512,2048,10,1584.89,201.485714285714,0.003900529952257,4.83843957803458E-10
Exaustivo,512,2048,30,2.51,45.3428571428571,0.004426465477457,2.54292136619897E-10
Exaustivo,512,4096,80,3.98,79.9142857142857,0.004177771593057,3.79756561550988E-10
Exaustivo,512,1024,25,251.19,1.34285714285714,0.004128548472857,5.10784267680105E-10
Exaustivo,512,2048,10,251.19,4.14285714285714,0.004170907295629,5.18724704730243E-10
Exaustivo,512,4096,100,501.19,0,0.004209641997429,5.07774900319573E-10
Exaustivo,512,4096,40,794.33,5.71428571428571,0.003379052573429,3.85809153547174E-10
Exaustivo,512,2048,95,1.26,13.9428571428571,0.005071247168371,2.66081602992248E-10
Exaustivo,512,4096,15,15.85,51.7142857142857,0.004890642267943,5.26519666583384E-10
Exaustivo,512,1024,90,25.12,533.028571428572,0.005855945300286,5.85793936927607E-10
Exaustivo,512,2048,90,1.26,15.2857142857143,0.005201355522629,2.6517749659101E-10
Exaustivo,512,2048,75,50.12,560.828571428571,0.004782808877743,5.4266367501302E-10
Exaustivo,512,1024,30,15.85,570.942857142857,0.0101794073986,7.5427256890221E-10
Exaustivo,512,2048,5,100,235.6,0.004338294141886,5.12622032086283E-10
Exaustivo,512,4096,35,1258.93,292,0.004376956056886,5.39907129550574E-10
Exaustivo,512,2048,100,1.26,4.11428571428571,0.002016488566629,2.09222616584006E-10
Exaustivo,512,2048,50,251.19,1.57142857142857,0.004044406788429,4.94604540476641E-10
Exaustivo,512,1024,10,1.26,3.48571428571429,0.005023228040943,2.55607839171067E-10
Exaustivo,512,4096,70,1584.89,1.34285714285714,0.004121544634829,5.10929808919548E-10
Exaustivo,512,2048,5,25.12,468,0.006419484496657,6.32724655456533E-10
Exaustivo,512,2048,75,3.98,90.8571428571429,0.004086857558114,3.70542647135509E-10
Exaustivo,512,4096,15,25.12,615.2,0.006832683995543,6.98329656189623E-10
Exaustivo,512,2048,30,25.12,255.057142857143,0.0056953989176,5.95360197204859E-10
Exaustivo,512,2048,75,25.12,451.228571428571,0.007465892263771,7.89730548458351E-10
Exaustivo,512,2048,90,794.33,218.457142857143,0.004396790920314,5.39681949703083E-10
Exaustivo,512,2048,5,794.33,541.685714285714,0.004442419834143,5.30822230002102E-10
Exaustivo,512,2048,100,2.51,10.3428571428571,0.001723376032657,2.04101510290181E-10
Exaustivo,512,4096,45,100,266.057142857143,0.004699246137743,5.50120891249925E-10
Exaustivo,512,2048,25,2.51,11.8857142857143,0.00367592159,2.51670321700724E-10
Exaustivo,512,1024,55,2.51,5.48571428571429,0.003682074818829,2.57671838656512E-10
Exaustivo,512,1024,30,1584.89,1.48571428571429,0.004059591689029,4.89263671989723E-10
Exaustivo,512,1024,55,25.12,193.571428571429,0.005690060262286,5.87517734359364E-10
Exaustivo,512,4096,85,1584.89,299.057142857143,0.004211816203514,5.314985014194E-10
Exaustivo,512,2048,5,501.19,609.028571428572,0.004361772083971,5.34530605772201E-10
Exaustivo,512,4096,15,1584.89,0,0.004249662963514,5.21085563312736E-10
Exaustivo,512,2048,20,794.33,161.771428571429,0.004327070304029,5.14093407513449E-10
Exaustivo,512,4096,75,1584.89,0.742857142857143,0.0041057720268,5.20175518082527E-10
Exaustivo,512,1024,5,25.12,197.628571428571,0.006058650573857,6.13742497761135E-10
Exaustivo,512,1024,45,3.98,130.514285714286,0.004305510342343,3.78500719479662E-10
Exaustivo,512,4096,100,2.51,35.6285714285714,0.004711740573229,2.5144830220078E-10
Exaustivo,512,4096,40,50.12,493.628571428571,0.006739084387686,6.52453148801618E-10
Exaustivo,512,1024,15,50.12,853.057142857143,0.005027180416486,5.62009696691099E-10
Exaustivo,512,1024,60,10,122.6,0.0124159623076,1.09176442227049E-09
Exaustivo,512,4096,65,1584.89,2.31428571428571,0.003949437623343,4.8954833992954E-10
Exaustivo,512,4096,90,100,2.37142857142857,0.004116705530771,5.1169170200488E-10
Exaustivo,512,4096,85,15.85,342.571428571429,0.005182409322086,5.47311339413966E-10
Exaustivo,512,2048,10,100,507.685714285714,0.004835598972629,5.62446110378727E-10
Exaustivo,512,4096,95,1.26,0.828571428571429,0.0050073134032,2.54844202886526E-10
Exaustivo,512,1024,50,100,69.7142857142857,0.0072690230822,7.37441948388487E-10
Exaustivo,512,2048,85,2.51,36.9142857142857,0.003721052531943,2.5172287065884E-10
Exaustivo,512,4096,40,1258.93,1.25714285714286,0.004109991483343,4.96265297104017E-10
Exaustivo,512,4096,5,3.98,31.7142857142857,0.004038157670114,3.67772306287751E-10
Exaustivo,512,1024,40,501.19,673.942857142857,0.004541452712971,5.3596245620568E-10
Exaustivo,512,2048,95,50.12,740.228571428571,0.004784958077286,5.35148211025547E-10
Exaustivo,512,1024,95,1258.93,0.657142857142857,0.004182787417229,5.18109256180744E-10
Exaustivo,512,1024,80,501.19,170.542857142857,0.004166993170229,5.35393592504508E-10
Exaustivo,512,4096,5,50.12,388.114285714286,0.004958027883143,5.67213869088941E-10
Exaustivo,512,2048,20,1584.89,0,0.004256064760457,5.19700313508099E-10
Exaustivo,512,4096,55,2.51,7.22857142857143,0.003515807600657,2.48664600095063E-10
Exaustivo,512,2048,40,50.12,93.6285714285714,0.006411981887629,6.30405633841454E-10
Exaustivo,512,1024,20,3.98,60.9142857142857,0.003632033291086,3.5543855480403E-10
Exaustivo,512,4096,80,251.19,4.42857142857143,0.004109699749657,5.21862364948337E-10
Exaustivo,512,1024,90,1258.93,823.828571428571,0.004488187854514,5.23408418225893E-10
Exaustivo,512,2048,45,1258.93,0,0.004249169089057,5.26902315481266E-10
Exaustivo,512,1024,55,1584.89,1.02857142857143,0.006051748856429,6.02260657636029E-10
Exaustivo,512,2048,55,1584.89,783.057142857143,0.004186195986171,5.23291147769544E-10
