gen,pop_size,cwmin,cwmax,slotlength,txPower,TotalLostPackets_media,delayMedio_media,throughputMedioBPS_media
15, 25, 0, 0, 0, 0, 97.58857142857143, 0.0061667579002102875, 1724663681.3811383
16, 25, 0, 0, 0, 0, 35.157714285714285, 0.005320799627704, 1837378064.436624
17, 25, 0, 0, 0, 0, 43.7977142857143, 0.0057021727108240005, 1821434253.5827835
18, 25, 0, 0, 0, 0, 81.04800000000002, 0.00667579107804686, 1687213705.490111
19, 25, 0, 0, 0, 0, 84.34285714285714, 0.006001662821874285, 1863079863.1591766
20, 25, 0, 0, 0, 0, 63.62057142857146, 0.005586920701605713, 1937855401.5819979
21, 25, 0, 0, 0, 0, 47.8354285714286, 0.005471176005736, 1789028308.741488
22, 25, 0, 0, 0, 0, 83.56114285714283, 0.0063804580805040005, 1672462578.9586604
23, 25, 0, 0, 0, 0, 76.69257142857147, 0.006530453642470859, 1645667365.3160484
24, 25, 0, 0, 0, 0, 138.61028571428568, 0.006691365786272, 1724753094.3672152
25, 25, 0, 0, 0, 0, 124.19771428571424, 0.006489956942278855, 1989595748.62593
26, 25, 0, 0, 0, 0, 76.54400000000005, 0.006510148818798858, 2071441154.9830642
27, 25, 0, 0, 0, 0, 125.97371428571431, 0.0074432535902960026, 1735498135.9130478
28, 25, 0, 0, 0, 0, 186.33599999999998, 0.008367057983625144, 1793703406.4459672
29, 25, 0, 0, 0, 0, 215.77599999999993, 0.009156371239693713, 1691053108.487467
30, 25, 0, 0, 0, 0, 208.07314285714278, 0.008930693312706284, 1874533043.0428846
31, 25, 0, 0, 0, 0, 185.36914285714272, 0.008693175663331427, 1979017699.778594
32, 25, 0, 0, 0, 0, 144.86285714285717, 0.008372914141371429, 2186597147.8017178
33, 25, 0, 0, 0, 0, 147.42971428571434, 0.008641483000417142, 2258114960.8979597
34, 25, 0, 0, 0, 0, 178.43657142857134, 0.008526268352765713, 2265615165.916415
35, 25, 0, 0, 0, 0, 156.3245714285714, 0.00768454825750057, 2472527418.2561684
36, 25, 0, 0, 0, 0, 111.09828571428572, 0.007161909992283428, 2795062507.822329
37, 25, 0, 0, 0, 0, 62.73599999999997, 0.0060510045957577144, 3168248667.9928155
38, 25, 0, 0, 0, 0, 64.56799999999996, 0.00625975454288457, 3249922223.683006
39, 25, 0, 0, 0, 0, 46.170285714285704, 0.00602890650134857, 2998670866.6625605
40, 25, 0, 0, 0, 0, 59.36228571428571, 0.006543038832349714, 2829259979.081575
41, 25, 0, 0, 0, 0, 63.57028571428572, 0.0070698836573931416, 2801413709.2355323
42, 25, 0, 0, 0, 0, 86.59314285714287, 0.0076121221011782834, 2560658818.099181
43, 25, 0, 0, 0, 0, 117.94971428571431, 0.008007949884123426, 2343694899.378462
44, 25, 0, 0, 0, 0, 186.03085714285714, 0.008971788153628571, 2166449951.6015944
45, 25, 0, 0, 0, 0, 183.73828571428564, 0.00835879454370857, 2429734790.098035
46, 25, 0, 0, 0, 0, 143.152, 0.007365472167356568, 2623353248.1011295
47, 25, 0, 0, 0, 0, 136.95885714285714, 0.007487710401878856, 2537576638.988318
48, 25, 0, 0, 0, 0, 119.47314285714285, 0.007075648819479998, 2580048311.678449
49, 25, 0, 0, 0, 0, 155.75314285714288, 0.007871149218945144, 2585342763.4481297
50, 25, 0, 0, 0, 0, 239.28571428571428, 0.00903666245886743, 2232574735.9593053
1, 30, 0, 0, 0, 0, 41.669523809523824, 0.006113145814496191, 2051909533.401525
2, 30, 0, 0, 0, 0, 71.52476190476189, 0.00659727180545619, 1982368355.8471096
3, 30, 0, 0, 0, 0, 79.38190476190476, 0.006581801933997141, 1904062429.677561
4, 30, 0, 0, 0, 0, 146.51047619047617, 0.008119304189358098, 1566165287.4491858
5, 30, 0, 0, 0, 0, 153.2666666666666, 0.008959289781985716, 1553806284.319374
6, 30, 0, 0, 0, 0, 121.34000000000005, 0.008706755582876192, 1609184916.2417853
7, 30, 0, 0, 0, 0, 95.16190476190476, 0.007861234101660954, 1639102688.6312857
8, 30, 0, 0, 0, 0, 139.12571428571437, 0.008060558981328571, 1547301814.63202
9, 30, 0, 0, 0, 0, 161.14285714285722, 0.009113076879110475, 1426977674.201611
10, 30, 0, 0, 0, 0, 141.73809523809524, 0.009655508800487617, 1418413718.3761559
11, 30, 0, 0, 0, 0, 130.88761904761904, 0.009408137903297142, 1349260673.9488568
12, 30, 0, 0, 0, 0, 126.69428571428571, 0.009176554907546665, 1302690509.7668216
13, 30, 0, 0, 0, 0, 120.84285714285714, 0.008562496411490476, 1464335900.6794252
14, 30, 0, 0, 0, 0, 120.52952380952381, 0.008776037755448574, 1483206515.682097
15, 30, 0, 0, 0, 0, 113.48761904761903, 0.009716592295183808, 1273039178.4831564
16, 30, 0, 0, 0, 0, 117.09238095238092, 0.009902602687758092, 1220708585.9941168
17, 30, 0, 0, 0, 0, 112.7238095238095, 0.009643418085087615, 1264504033.5139003
18, 30, 0, 0, 0, 0, 151.35428571428574, 0.009360434348911428, 1310596521.7947
19, 30, 0, 0, 0, 0, 128.1295238095238, 0.008965112889264762, 1497003718.8552153
20, 30, 0, 0, 0, 0, 102.44571428571427, 0.009025212107623809, 1529015416.4325294
21, 30, 0, 0, 0, 0, 88.81142857142854, 0.009084709686077141, 1571513050.8780713
22, 30, 0, 0, 0, 0, 89.02476190476186, 0.009282734852565715, 1460498886.9370258
23, 30, 0, 0, 0, 0, 113.5704761904762, 0.009517454442915237, 1549853313.7840712
24, 30, 0, 0, 0, 0, 120.09619047619047, 0.00950306622012095, 1628052204.2985027
25, 30, 0, 0, 0, 0, 150.08666666666664, 0.00966873602284, 1630582263.9141123
26, 30, 0, 0, 0, 0, 142.41714285714292, 0.009547749373290476, 1619327227.9430265
27, 30, 0, 0, 0, 0, 124.3409523809524, 0.009380984235757141, 1691783769.8881135
28, 30, 0, 0, 0, 0, 84.14476190476189, 0.008833000723594284, 1758647386.7137816
29, 30, 0, 0, 0, 0, 131.72285714285715, 0.009434183865900002, 1549280050.3848822
30, 30, 0, 0, 0, 0, 98.41142857142852, 0.008614409217625714, 1832066813.5602126
31, 30, 0, 0, 0, 0, 74.32857142857141, 0.008842333216788572, 1793743578.6941173
32, 30, 0, 0, 0, 0, 71.89904761904762, 0.009063100276005718, 1794869183.7606227
33, 30, 0, 0, 0, 0, 97.27047619047616, 0.009696017446592377, 1494581133.019197
34, 30, 0, 0, 0, 0, 82.46571428571426, 0.00925493580902762, 1738541430.5680575
35, 30, 0, 0, 0, 0, 95.8866666666667, 0.01068554589404285, 1211618426.1172934
36, 30, 0, 0, 0, 0, 78.46285714285709, 0.01039763539174761, 1180040270.6702018
37, 30, 0, 0, 0, 0, 72.18952380952378, 0.010570685247219038, 1158041469.5519705
38, 30, 0, 0, 0, 0, 76.7123809523809, 0.010391819104669516, 1172488774.4849782
39, 30, 0, 0, 0, 0, 92.14285714285711, 0.009945199509051426, 1306737457.0975316
40, 30, 0, 0, 0, 0, 93.53142857142855, 0.010175242570533326, 1216240116.2550046
41, 30, 0, 0, 0, 0, 86.8428571428571, 0.00976803069449143, 1264160650.6747968
42, 30, 0, 0, 0, 0, 95.80190476190471, 0.010134537887336191, 1226233067.561177
43, 30, 0, 0, 0, 0, 96.12857142857138, 0.010125272130337143, 1217592348.6609643
44, 30, 0, 0, 0, 0, 85.12190476190473, 0.009550471686159996, 1318816543.98435
45, 30, 0, 0, 0, 0, 92.02761904761903, 0.009969001514235232, 1275096131.4522128
46, 30, 0, 0, 0, 0, 55.043809523809536, 0.00936295208459904, 1305440061.3534827
47, 30, 0, 0, 0, 0, 55.786666666666676, 0.00940780044278571, 1303723906.32114
48, 30, 0, 0, 0, 0, 50.5904761904762, 0.0092029882576819, 1325726801.2655816
49, 30, 0, 0, 0, 0, 52.314285714285724, 0.008961181061470473, 1353319394.4587088
