gen,pop_size,TotalLostPackets_media,delayMedio_media,throughputMedioBPS_media,simulations_count
19, 25, 404.8142857142857, 0.012875843804725715, 967096072.4307022, 414
20, 25, 364.66285714285715, 0.01286843964279143, 974401231.0578696, 434
21, 25, 349.2, 0.012587699768574285, 977554522.0259802, 453
22, 25, 361.41142857142853, 0.012424673851271429, 972598575.5468441, 473
23, 25, 350.3342857142857, 0.012212670691048571, 976910129.8082796, 492
24, 25, 327.9457142857143, 0.012745284567631429, 972091525.1701224, 512
25, 25, 375.47999999999996, 0.012830450815742859, 971190994.9967226, 530
26, 25, 274.8285714285714, 0.012433650418528572, 961888285.2333692, 548
27, 25, 337.1742857142857, 0.012805685201177145, 956142660.7255424, 569
28, 25, 349.15142857142854, 0.012765680355065714, 954206729.1726999, 588
29, 25, 290.2685714285714, 0.012489639799074288, 957486329.6521428, 607
30, 25, 319.12285714285713, 0.012278669396894287, 960703829.2356933, 624
31, 25, 302.6657142857143, 0.01218820188937143, 971785174.3718092, 642
32, 25, 299.8571428571429, 0.012348529641794285, 971398261.828326, 659
33, 25, 383.6085714285715, 0.013074538231319998, 959604551.1711473, 677
34, 25, 392.68000000000006, 0.013218562927554283, 952472274.555405, 694
35, 25, 347.66, 0.01278660850368, 967731674.992389, 710
36, 25, 282.70285714285717, 0.012587479228042856, 967614419.2306093, 726
37, 25, 243.35142857142858, 0.012224327473851429, 975666901.2427452, 743
38, 25, 369.18285714285713, 0.012403732177962857, 979827384.778581, 759
39, 25, 319.14571428571423, 0.012267004498280002, 969765247.997905, 776
40, 25, 293.8342857142858, 0.01222739910001143, 968661247.0434262, 793
41, 25, 308.4542857142857, 0.012224829386331432, 977571050.069772, 811
42, 25, 309.38, 0.012581001658331429, 962201991.3858608, 829
43, 25, 324.21142857142854, 0.012571060050911428, 962126239.5276371, 846
44, 25, 309.3342857142857, 0.012434521189439999, 975780503.9298427, 863
45, 25, 307.66857142857145, 0.012347224817297144, 977225399.3160868, 880
46, 25, 312.35714285714283, 0.012895365844374288, 965181684.9743776, 897
47, 25, 287.08, 0.012818850011868574, 965297532.8222406, 913
48, 25, 376.9771428571429, 0.01285387995342, 949130059.1604869, 929
49, 25, 315.5571428571428, 0.012728710577274285, 949967422.2782009, 945
50, 25, 420.93142857142857, 0.01293381794548, 964812913.4818386, 961
1, 30, 315.3457142857143, 0.012648740682077142, 943702422.0760292, 27
2, 30, 303.6171428571429, 0.012699054112814284, 941127215.4176823, 56
3, 30, 349.3828571428571, 0.012743602425111428, 948804027.9493926, 83
4, 30, 355.24, 0.012874169393754287, 968178471.3589863, 111
5, 30, 370.6628571428571, 0.013114803453662857, 946774202.5325711, 139
6, 30, 335.8457142857143, 0.013170695878308571, 936301354.0246744, 166
7, 30, 359.08285714285716, 0.01321650905007143, 931479815.6109645, 193
8, 30, 372.12571428571425, 0.01291963374385143, 938158102.7421358, 220
9, 30, 375.4914285714285, 0.012890870571168573, 934618194.4275246, 247
10, 30, 336.54571428571427, 0.012777153937074287, 932952919.1139514, 274
11, 30, 243.59999999999997, 0.012589673650865715, 929697614.0492918, 300
12, 30, 240.61142857142855, 0.012750063702608571, 929903698.2775854, 326
13, 30, 355.92857142857144, 0.012750385865742855, 941398404.5575459, 352
14, 30, 271.36, 0.012512049336331427, 928189259.6131737, 378
15, 30, 299.53999999999996, 0.012766669818251428, 932107530.5649945, 403
16, 30, 217.59142857142857, 0.012557276085325714, 934091098.4376562, 429
17, 30, 249.96285714285713, 0.012687310779008573, 917229752.0624626, 453
18, 30, 288.4057142857142, 0.012715998203991427, 918925071.1797884, 478
19, 30, 285.62571428571425, 0.012858816964522856, 935978799.2270308, 504
20, 30, 287.2257142857143, 0.012920797761362856, 943336535.9379292, 528
21, 30, 257.28571428571433, 0.012667850947817142, 944303477.2583532, 553
22, 30, 336.8857142857143, 0.01242458547696857, 956707009.100488, 578
23, 30, 242.16285714285715, 0.012733068398157143, 956108030.0058504, 602
24, 30, 290.68571428571425, 0.012928307126465716, 951702084.4458002, 627
25, 30, 324.1485714285715, 0.012782593170774287, 942696304.2673962, 652
26, 30, 352.3171428571428, 0.013277719830180001, 947700317.6889728, 677
27, 30, 248.02285714285713, 0.012148622279805715, 967394959.8147275, 702
28, 30, 328.14, 0.013022297666328569, 964397386.1799033, 726
29, 30, 347.79428571428565, 0.013107544767725715, 962232951.2919838, 750
30, 30, 366.73428571428565, 0.01314439224677429, 971055424.5911579, 774
31, 30, 400.6371428571428, 0.013582128325828571, 964721826.0534761, 797
32, 30, 449.4457142857142, 0.013383060692568569, 973058636.2801386, 820
33, 30, 510.36571428571415, 0.013600504639977145, 977556837.4150393, 842
34, 30, 457.5314285714285, 0.01308907537314, 973963587.622927, 863
35, 30, 471.2628571428571, 0.01298683392078, 979172409.9736681, 886
36, 30, 458.75142857142845, 0.013193133044808573, 976717172.6015637, 908
37, 30, 420.4028571428572, 0.01306484341453143, 972209750.4308046, 929
38, 30, 435.6228571428572, 0.013151513014757147, 971124242.6465042, 952
39, 30, 417.1057142857142, 0.013123240894345713, 978094698.703667, 974
40, 30, 346.72285714285715, 0.012934585314699997, 983864666.4142622, 996
41, 30, 394.06857142857143, 0.01301094681946, 983428619.4412016, 1017
42, 30, 440.92571428571426, 0.01301267867555143, 982696736.9114491, 1037
43, 30, 393.1, 0.01216096728368, 1020354348.5170977, 1056
44, 30, 359.62285714285713, 0.01233625172806857, 994756071.9565004, 1078
45, 30, 332.54571428571427, 0.012425291435134284, 985558500.3205602, 1099
46, 30, 327.52000000000004, 0.012493861816522856, 982828967.5094782, 1120
47, 30, 279.31714285714287, 0.01242916999776, 971662165.752548, 1142
48, 30, 297.78285714285715, 0.012164797335277144, 972815329.8527365, 1163
49, 30, 338.9571428571429, 0.012341656976694286, 977260153.322545, 1186
50, 30, 421.6142857142857, 0.012738689098522857, 981165967.5396721, 1207
1, 35, 200.24857142857144, 0.013037943645479999, 890799363.8268607, 33
2, 35, 227.59428571428572, 0.013445205503751428, 884089029.6617159, 67
3, 35, 202.78285714285715, 0.013213366109028572, 885646541.8444996, 99
4, 35, 206.6342857142857, 0.012933022382485716, 891757835.2195084, 132
5, 35, 255.07999999999998, 0.012947217671151428, 885263693.0383345, 164
6, 35, 288.31714285714287, 0.013117721438682856, 899728285.8349068, 196
7, 35, 263.22285714285715, 0.013358372059848573, 899372390.5344152, 228
8, 35, 297.9457142857143, 0.013146387209582857, 905177068.9982574, 261
9, 35, 307.9885714285714, 0.013338707015285717, 898575875.0538057, 292
10, 35, 304.6971428571428, 0.013386649955394287, 895811382.7398618, 323
11, 35, 318.84285714285716, 0.013134418059114287, 904857179.8160391, 355
12, 35, 253.98857142857142, 0.013482791790048571, 875387418.3140891, 386
13, 35, 284.44571428571425, 0.01368897442422857, 870552736.3050057, 415
14, 35, 276.2285714285714, 0.013369135918434288, 889342893.8354326, 445
15, 35, 320.22, 0.013173782209982856, 909999929.6185974, 474
16, 35, 329.2114285714286, 0.013260876984308573, 909742505.4344152, 503
17, 35, 259.58000000000004, 0.013152345803362855, 896641658.1480764, 533
18, 35, 296.96285714285716, 0.013138175315974285, 897686504.0700293, 561
19, 35, 343.6485714285715, 0.013420792760788572, 912163412.3659484, 589
20, 35, 273.1, 0.013336340984937143, 910437736.4086444, 616
21, 35, 223.0, 0.013255222308622857, 906834900.0905327, 644
22, 35, 337.9885714285714, 0.013414033937608571, 897211456.5607471, 671
23, 35, 353.42571428571426, 0.013345558840494284, 908986295.449449, 697
24, 35, 371.18857142857144, 0.01277406817717143, 957246585.3670546, 723
25, 35, 276.7114285714286, 0.012562613523534286, 983728813.9006779, 750
26, 35, 258.7914285714286, 0.012534142593785713, 994392030.1252851, 776
27, 35, 251.7857142857143, 0.012538604133771428, 993777480.1933365, 800
28, 35, 264.3228571428572, 0.012493864004854286, 992973343.943073, 825
29, 35, 290.1142857142857, 0.012555600519951426, 986441320.7853038, 850
30, 35, 288.28571428571433, 0.012669308436362858, 982495068.8478098, 874
31, 35, 235.87999999999997, 0.012667161532285715, 987830663.8557676, 898
32, 35, 272.6342857142857, 0.012894429639745714, 982465608.6503696, 922
33, 35, 308.6142857142857, 0.012880338266008573, 986959662.4750149, 945
34, 35, 325.6085714285715, 0.012964666826257142, 971511916.8923295, 968
35, 35, 284.51714285714286, 0.012965246664591428, 971411940.2692562, 991
36, 35, 350.72857142857146, 0.013250636921254288, 960325859.7622219, 1012
37, 35, 358.79714285714283, 0.013402629148794287, 929324569.6241319, 1035
38, 35, 314.17999999999995, 0.01322413129914, 932040672.6314003, 1058
39, 35, 277.66571428571433, 0.01266253646094, 955334838.7461913, 1079
40, 35, 318.54571428571427, 0.012761552071454286, 988956340.1521164, 1101
41, 35, 281.2828571428571, 0.012612605511511426, 982470939.4096689, 1120
42, 35, 237.02285714285713, 0.012521920790368573, 990032297.8101046, 1139
43, 35, 262.2828571428571, 0.01256258495132, 988425682.7518675, 1159
44, 35, 298.27142857142854, 0.01266643935175143, 959283208.9139488, 1179
45, 35, 297.6942857142857, 0.012812272848314288, 956654829.9514284, 1199
46, 35, 278.4285714285714, 0.012759723408062857, 937822724.835714, 1218
47, 35, 289.98, 0.013103187061797144, 926301627.6850967, 1236
48, 35, 287.8257142857143, 0.013221532627937144, 922520547.8054222, 1254
49, 35, 283.1771428571428, 0.013136589874574283, 915052188.4408245, 1273
50, 35, 272.0142857142857, 0.012872174376462858, 921505920.2942114, 1292
1, 40, 369.53999999999996, 0.012899182126265715, 941420746.5356611, 38
2, 40, 357.45714285714286, 0.013586089117542857, 909933726.6552353, 77
3, 40, 307.34000000000003, 0.012909833049362857, 927995687.0950508, 115
4, 40, 276.08285714285716, 0.013006730921514286, 922667073.0354469, 152
5, 40, 280.8714285714286, 0.013167205617405715, 907355383.5896997, 190
6, 40, 320.2800000000001, 0.01294562476163143, 906599614.1347873, 227
7, 40, 344.40857142857146, 0.012873722648428574, 920956926.2258003, 263
8, 40, 276.8457142857143, 0.013119774933077144, 913871229.4965851, 300
9, 40, 313.25714285714287, 0.013100672744917144, 918937857.6181122, 336
10, 40, 226.06857142857137, 0.012629426029754285, 912936082.0222027, 372
11, 40, 236.5457142857143, 0.012867422322471428, 903494414.8764712, 408
12, 40, 343.3885714285715, 0.013030917405428572, 938556036.8728081, 444
13, 40, 334.75428571428563, 0.013032883471219999, 938598028.8227816, 479
14, 40, 332.0742857142856, 0.01325116896236, 935130592.9838222, 513
15, 40, 317.69999999999993, 0.013061792679431427, 945143806.6980026, 546
16, 40, 340.05999999999995, 0.012885943648045715, 946706513.7970785, 578
17, 40, 371.05428571428575, 0.012941604523957146, 951523544.4243952, 612
18, 40, 336.86, 0.013136905302862859, 953455690.8970057, 645
19, 40, 319.15714285714284, 0.013002673165062859, 950366836.4898653, 676
20, 40, 300.9542857142857, 0.013157201869265714, 947915231.272674, 709
21, 40, 256.86, 0.013043828206828572, 945353765.8153464, 739
22, 40, 293.7685714285714, 0.013082714975660001, 958012215.233229, 770
23, 40, 244.0485714285714, 0.012702219609248569, 961303487.2905359, 801
24, 40, 284.4857142857143, 0.012902606045417143, 967569693.8290241, 830
25, 40, 309.81428571428575, 0.01279678693954, 963167352.7186648, 859
26, 40, 352.58, 0.013283661506588574, 958482888.7445332, 889
27, 40, 334.5885714285714, 0.01303579534976286, 947150821.1302662, 919
28, 40, 307.7542857142857, 0.01289839426794, 946217740.7307224, 946
29, 40, 353.95142857142855, 0.01284554829514857, 965803677.1003485, 975
30, 40, 359.19714285714286, 0.013262692807917142, 955893733.4846157, 1004
31, 40, 317.3371428571428, 0.013564252505734287, 942202480.5470009, 1032
32, 40, 313.81428571428575, 0.013079715956148572, 943522773.9393342, 1060
33, 40, 351.85428571428577, 0.01280198291235143, 955384105.3751976, 1088
34, 40, 336.2714285714286, 0.01251921779992, 949195076.6620404, 1114
35, 40, 284.51714285714286, 0.012668508020160002, 942547078.1254418, 1141
36, 40, 237.8314285714286, 0.01235073547594, 949551625.7098238, 1168
37, 40, 257.4371428571429, 0.012081754434308572, 962579958.1018288, 1194
